"","Min.","1st Qu.","Median","Mean","3rd Qu.","Max.","lwr.ci","upr.ci","dataInput","model","site","groupAge","serotype","year.lamb"
"C1F1.33",0.000375560121887331,0.0155399761320033,0.027255900453632,0.03198675339229,0.0434465247494632,0.189835563852113,0.03159088998835,0.03238261679623,"C1F1","TV","KH",5,NA,33
"C1F1.34",0.000154676517686525,0.0205608755870267,0.0358166042940902,0.0422037395733127,0.0573415231943063,0.21171295592441,0.0416855080536099,0.0427219710930155,"C1F1","TV","KH",5,NA,34
"C1F1.35",0.00140962234236852,0.0773920829650379,0.126705993972857,0.140071639992587,0.187938414129984,0.562430459035743,0.138609801000844,0.141533478984329,"C1F1","TV","KH",5,NA,35
"C1D3.1",0.00113127682507308,0.0408226962271504,0.0651346497341901,0.0707453300709078,0.0946556396873751,0.278960595015746,0.0700379726361858,0.0714526875056298,"C1D3","TV","KH",5,NA,1
"C1D3.2",0.0651837525779427,0.174644309771164,0.201082187373972,0.201180832939167,0.227576238599975,0.354512597147529,0.200466583736015,0.201895082142319,"C1D3","TV","KH",5,NA,2
"C1D3.3",0.00013259316702674,0.0119673207950191,0.019777372028252,0.022280738071866,0.0298825082756579,0.122943842988386,0.0220341720738476,0.0225273040698843,"C1D3","TV","KH",5,NA,3
"C1D3.4",9.83487430880059e-05,0.00637638928798409,0.0110712654016915,0.0128445450956639,0.0175045145099153,0.0719932318782455,0.0126915508769575,0.0129975393143704,"C1D3","TV","KH",5,NA,4
"C1D3.5",0.000137883812216355,0.00694722820472682,0.011956887552074,0.0139717093226806,0.0189336847316824,0.066974643331614,0.0138056982259053,0.014137720419456,"C1D3","TV","KH",5,NA,5
"C1D3.6",5.73705286974757e-05,0.0068999180660132,0.0120407785497942,0.0137934829829557,0.0186579471607256,0.0726353742580838,0.0136303228049108,0.0139566431610005,"C1D3","TV","KH",5,NA,6
"C1D3.7",3.20406494342951e-05,0.00702797982134248,0.0120727258405929,0.0139292980009495,0.0189224717759828,0.0671116956982367,0.01376658017051,0.0140920158313889,"C1D3","TV","KH",5,NA,7
"C1D3.8",6.22929380121873e-05,0.00723951792976618,0.0124531598760994,0.01425522758819,0.019318189580497,0.0761639709924838,0.0140878518835672,0.0144226032928127,"C1D3","TV","KH",5,NA,8
"C1D3.9",0.000264641076153316,0.0128775440844132,0.0208551427861582,0.0229890384023877,0.0310239068406959,0.0886045495140914,0.0227490326017279,0.0232290442030476,"C1D3","TV","KH",5,NA,9
"C1D3.10",6.43623185448972e-05,0.0191386413011777,0.0304369044030381,0.0330259924828472,0.0443830525035873,0.141372706137251,0.0326976324565809,0.0333543525091136,"C1D3","TV","KH",5,NA,10
"C1D3.11",0.000295390671992468,0.0109797436124565,0.0187576305557974,0.0214351523614003,0.0290762237876198,0.0992664396260504,0.021187862065824,0.0216824426569767,"C1D3","TV","KH",5,NA,11
"C1D3.12",0.000256476037196696,0.0100553672433988,0.0172170509430625,0.0198352509758991,0.0268235365077009,0.104069508822114,0.0196016075048674,0.0200688944469307,"C1D3","TV","KH",5,NA,12
"C1D3.13",5.9791238652962e-05,0.00778728034709184,0.0133297572675025,0.0155339840384717,0.0210113627631474,0.0814484959984852,0.0153481356579942,0.0157198324189492,"C1D3","TV","KH",5,NA,13
"C1D3.14",7.67000677236451e-05,0.00797254201277919,0.0136263949273522,0.0158300856124471,0.0211411617493277,0.115881366803044,0.0156394523938217,0.0160207188310725,"C1D3","TV","KH",5,NA,14
