"","Min.","1st Qu.","Median","Mean","3rd Qu.","Max.","lwr.ci","upr.ci","dataInput","model","site","groupAge","serotype","year.lamb"
"C1F1.32",0.000243196265553802,0.0111705352401844,0.0193636792598428,0.0226624484365801,0.0302523821153264,0.141479879321708,0.0223828182572731,0.022942078615887,"C1F1","TV","HC",5,NA,32
"C1F1.33",0.000258085649580075,0.0182393748021091,0.0308518526891051,0.0360010198346916,0.0490479619209602,0.217137041893537,0.0355727552867619,0.0364292843826213,"C1F1","TV","HC",5,NA,33
"C1F1.34",0.000511896400879452,0.0299518543102751,0.0516200101072805,0.0595151151642824,0.080329801855216,0.319079372636305,0.058815202055138,0.0602150282734268,"C1F1","TV","HC",5,NA,34
"C1F1.35",0.00103133872262651,0.088481071786908,0.139990092148733,0.154170323303852,0.20665818919906,0.753062260994737,0.152593518299671,0.155747128308032,"C1F1","TV","HC",5,NA,35
"C1D3.1",0.000398450627713043,0.0312989680214404,0.0461822608460761,0.0484709068135483,0.0630841681145693,0.160720884136535,0.0480507263366472,0.0488910872904495,"C1D3","TV","HC",5,NA,1
"C1D3.2",0.000114374861857169,0.00481780933533385,0.00826079997180068,0.00938447495880428,0.0126000251872253,0.0559138266048805,0.00927568020147788,0.00949326971613067,"C1D3","TV","HC",5,NA,2
"C1D3.3",2.73324073708503e-05,0.00403061125833684,0.0069782027522215,0.00807223241620185,0.0109591289155302,0.0453545980068888,0.00797570584713431,0.00816875898526939,"C1D3","TV","HC",5,NA,3
"C1D3.4",4.84373459385123e-05,0.00343045006060896,0.00586147599688613,0.00681936764252108,0.00920822888430703,0.0338394195926177,0.00673872787680174,0.00690000740824041,"C1D3","TV","HC",5,NA,4
"C1D3.5",7.77973305687851e-06,0.00292603844651529,0.00514961914561474,0.00605494656196035,0.00834473364057303,0.0323677380217685,0.00598073522965238,0.00612915789426832,"C1D3","TV","HC",5,NA,5
"C1D3.6",6.85525590043978e-05,0.00294739082554524,0.00516414957527328,0.00602559841677597,0.00820436563912616,0.0400477294410277,0.00595201936890281,0.00609917746464913,"C1D3","TV","HC",5,NA,6
"C1D3.7",1.60690620450987e-05,0.00308325007593938,0.00533906498789566,0.00624526814913159,0.00847675334640774,0.0326121480734402,0.00616974946448698,0.0063207868337762,"C1D3","TV","HC",5,NA,7
"C1D3.8",3.61051371359222e-05,0.00491272968789691,0.00828087483525447,0.0094303000823488,0.0127658514388736,0.0580256984253449,0.00932220767757609,0.00953839248712151,"C1D3","TV","HC",5,NA,8
"C1D3.9",0.000145913786479657,0.00481585172407084,0.00834520936178523,0.00958119165304294,0.012907773541092,0.0639407842889561,0.009467625962769,0.00969475734331689,"C1D3","TV","HC",5,NA,9
"C1D3.10",5.98855856294156e-05,0.00558041594628769,0.00959184044590661,0.0111080486283878,0.0150577153469662,0.0658951006425567,0.0109781322638886,0.011237964992887,"C1D3","TV","HC",5,NA,10
"C1D3.11",6.02233594581003e-05,0.00712957411798038,0.0122524698778308,0.0139871871986814,0.0188609714809723,0.0726348055655945,0.0138242704372411,0.0141501039601217,"C1D3","TV","HC",5,NA,11
"C1D3.12",0.000225583515440553,0.0112361350923883,0.0184745472368822,0.0205533068230273,0.0276061553919555,0.0870961041764972,0.0203306546162846,0.02077595902977,"C1D3","TV","HC",5,NA,12
"C1D3.13",0.000245080268832298,0.0101505097547816,0.0173552030659525,0.0195734655929246,0.0263365773360977,0.0970943837323016,0.0193509441421067,0.0197959870437424,"C1D3","TV","HC",5,NA,13
"C1D3.14",9.09290157891096e-05,0.0106380244583132,0.0177817602318796,0.0203001254513683,0.0274399204234703,0.0845323566390415,0.0200716730991717,0.0205285778035649,"C1D3","TV","HC",5,NA,14
"C1D3.15",7.90021902993265e-05,0.010043102260966,0.0170981084449722,0.0198493156172407,0.027035966126515,0.0918421432624147,0.0196177234856735,0.0200809077488079,"C1D3","TV","HC",5,NA,15
"C1D3.16",0.000107949253913109,0.0107931998805517,0.018378935511004,0.0211028090392725,0.0285104794638179,0.0983538689364116,0.0208583988596735,0.0213472192188716,"C1D3","TV","HC",5,NA,16
"C1D3.17",0.000168688977484788,0.00978328428450556,0.016834920510771,0.0194475737027275,0.0264198542210834,0.109258999800915,0.0192171619653684,0.0196779854400866,"C1D3","TV","HC",5,NA,17
